datetime,temp,humidity,dew,sealevelpressure,winddir,solarradiation,windspeed,precipprob,preciptype
01/01/2016,28.4,37.8,11.9,1016.4,147.5,216.1,16.6,0,0
02/01/2016,26.8,44.8,13,1017.2,110.3,215.7,16.6,0,0
03/01/2016,25.5,52.8,14.6,1015.7,145.3,221.1,18.4,0,0
04/01/2016,26.4,46.6,13.1,1015.3,126.9,216.2,16.6,0,0
05/01/2016,27.1,44.9,13.5,1014.4,125.5,208.1,16.6,0,0
06/01/2016,26.9,48.2,14.3,1014.2,110.2,200.8,14.8,0,0
07/01/2016,26.1,58,17,1015.1,149.4,189.9,15.8,0,0
08/01/2016,26.6,55.2,16.5,1015.4,157.7,185,13,0,0
09/01/2016,26.3,47.6,13.5,1013.8,117.5,203.1,16.6,0,0
10/01/2016,26,45.3,12.5,1014.2,124.7,203.7,16.6,0,0
11/01/2016,26.1,50.4,14.6,1014.3,153.7,212.6,24.1,0,0
12/01/2016,25.1,64.5,17.5,1013.1,200.7,201.9,16.6,0,0
13/01/2016,24.6,64,17,1012.5,195.6,211.4,16.6,0,0
14/01/2016,23.9,64.2,16.5,1012.6,158.4,209.6,25.9,0,0
15/01/2016,23.6,64.8,16.3,1012.3,193.9,210.8,16.6,0,0
16/01/2016,24.1,60.7,15.7,1011.8,162.5,201.5,13,100,1
17/01/2016,24,58.3,14.7,1011.6,154.6,187.2,16.6,0,0
18/01/2016,23.7,58.2,14.4,1011.2,141.4,220.5,16.6,0,0
19/01/2016,23.5,45.8,10.3,1012.1,180.5,228,20.5,0,0
20/01/2016,23.2,41.5,8.6,1014,155.7,239.6,32.4,0,0
21/01/2016,23.9,41.5,9.2,1014.5,120.7,232.8,18.4,0,0
22/01/2016,25.6,32.2,7.2,1014.5,128.9,234.9,18.4,0,0
23/01/2016,25.9,36.4,9.1,1014.5,115,224.2,18.4,0,0
24/01/2016,26.7,39.8,11.2,1014.5,172.7,220.8,18.4,0,0
25/01/2016,25.2,45.3,11.7,1013.7,166.1,242.7,18.4,0,0
26/01/2016,23.8,49.7,12,1013.4,174.1,239.5,22.3,0,0
27/01/2016,23.7,64.4,16.1,1013.8,208.5,240.8,18.4,0,0
28/01/2016,25.1,57,15.4,1013.2,165.7,240.4,14.8,0,0
29/01/2016,26.5,57.2,16.6,1014.2,155.9,237.3,18.4,0,0
30/01/2016,26.8,59.5,17.9,1014.2,230.7,235.6,16.6,0,0
31/01/2016,26.4,62.3,18.3,1013.3,163.8,233.9,16.6,0,0
01/02/2016,26.5,59.9,17.5,1014.1,193.7,231.2,18.4,0,0
02/02/2016,26.7,53,15.7,1014.2,247.5,244.9,16.6,0,0
03/02/2016,25.7,49.9,13.7,1013.9,184.3,257.1,16.6,0,0
04/02/2016,24.6,55.4,14.6,1013.1,164.6,252,22.3,0,0
05/02/2016,24.1,69.7,18,1012,173.6,237.6,22,0,0
06/02/2016,23.6,66.5,16.5,1012,203.5,241.4,16.6,0,0
07/02/2016,24,64.2,16.6,1014.5,247,231.7,20.5,0,0
08/02/2016,24,64.4,16.6,1013.2,172.1,251.7,18.4,0,0
09/02/2016,25.5,67.2,18.6,1012,173.5,230.1,18.4,0,0
10/02/2016,25.9,62.9,17.4,1011.9,183.5,229,18.4,0,0
11/02/2016,24.6,71,18.8,1012.5,232.3,251.2,20.5,0,0
12/02/2016,23.8,67.8,17.1,1013,189.1,252.4,20.5,0,0
13/02/2016,23.8,62.6,16,1013.6,179.3,257.2,18.4,0,0
14/02/2016,24.8,50.3,12.7,1012.7,178.1,253.1,24.1,0,0
15/02/2016,25.3,43.5,11.6,1012.7,234.5,236.8,18.4,0,0
16/02/2016,26,56.4,16,1012.5,208.8,237.5,18.4,0,0
17/02/2016,26,75,20.9,1013,183.5,209.6,24.1,0,0
18/02/2016,26.5,64.4,18.9,1012.4,157.4,238.8,22.3,0,0
19/02/2016,26.6,69.9,20.5,1014.3,215.4,237.1,18.4,0,0
20/02/2016,27.6,60.4,19,1014.2,216.5,162.8,20.5,0,0
21/02/2016,28.2,46.3,14.9,1013.3,234.9,231.8,18.4,0,0
22/02/2016,27.4,34.3,9.4,1013.6,253.2,268.4,22.3,0,0
23/02/2016,26,57,16.3,1011.3,199.3,260.7,20.5,0,0
24/02/2016,25.7,76.3,21,1011.3,180.1,261.5,25.9,0,0
25/02/2016,25.9,69.5,19.4,1012.2,171.8,214.7,18.4,0,0
26/02/2016,26.3,68.4,19.6,1013.1,152.7,230.5,20.5,0,0
27/02/2016,27.6,67.8,20.5,1012.9,153.7,236.1,20.5,0,0
28/02/2016,27.5,72.9,22,1013.9,200.3,210.2,20.5,0,0
29/02/2016,27.7,69.6,21.4,1013.9,200.3,242.6,18.4,100,1
01/03/2016,28.6,62.9,20.5,1011.8,148.8,238.4,20.5,100,1
02/03/2016,29.5,63.5,21.5,1012.5,170.4,243.7,20.5,100,1
03/03/2016,30.8,52.6,19.4,1013.4,173.7,232.2,18.4,100,1
04/03/2016,28.8,52.9,18,1012.7,128,246.3,18.4,100,1
05/03/2016,28.8,55.6,18.4,1011.1,225.3,277.9,20.5,0,0
06/03/2016,27.8,57.5,18,1011.4,183,278.8,20.5,0,0
07/03/2016,28,53.9,17.3,1010.5,225.1,286.3,20.5,0,0
08/03/2016,29.3,46.9,15.9,1009.9,188.4,279.3,18.4,0,0
09/03/2016,29.1,49.3,17,1010.7,259.9,278.9,24.1,0,0
10/03/2016,29.3,51.6,17.6,1011.1,277,290.5,22.3,0,0
11/03/2016,29.7,59.7,20.3,1011.2,238.5,273.3,18.4,100,1
12/03/2016,28,62.6,19.9,1011.3,233,273.6,22.3,0,0
13/03/2016,27,69.1,20.6,1012.7,296.2,291.7,18.4,0,0
14/03/2016,26.6,68,20.1,1012.9,203.8,296.8,24.1,0,0
15/03/2016,27.4,61.6,19,1011.4,253.4,293.3,25.9,0,0
16/03/2016,27.5,68.5,20.9,1011.2,258.5,293.8,20.5,0,0
17/03/2016,27.5,72.1,21.8,1011.6,221.2,292.1,18.4,0,0
18/03/2016,28.9,66.1,21.6,1011.1,220.2,287.8,24.1,0,0
19/03/2016,31.2,51.8,18.8,1011,201,281.6,18.4,0,0
20/03/2016,31.4,49.3,18.7,1011.8,260.8,290.1,14.8,0,0
21/03/2016,30.4,52,18.2,1011.1,271.7,295.8,20.5,0,0
22/03/2016,29.7,51.4,17.9,1009.1,171,302.8,24.1,0,0
23/03/2016,31.7,43,16,1008.7,217.5,296.3,20.5,0,0
24/03/2016,29.1,70,22.9,1010.7,239.4,285.7,22.3,0,0
25/03/2016,28.4,78.1,24.1,1012,212.4,267.1,23.4,0,0
26/03/2016,28.9,73.6,23.5,1011.6,218.3,272.7,22.3,0,0
27/03/2016,30.7,58.3,21.1,1010.8,236.9,252.1,20.5,100,1
28/03/2016,30.4,53.4,18.6,1011.1,197.1,295.2,18.4,0,0
29/03/2016,29,69.4,22.4,1011.6,205.8,287.4,22.3,100,1
30/03/2016,29.1,66.5,21.6,1012,211.5,294.7,18.4,0,0
31/03/2016,28.3,70.6,22.1,1011.5,204.7,295.5,22.3,0,0
01/04/2016,28.2,73.9,22.9,1009.4,264.3,304.7,22.3,0,0
02/04/2016,28.3,76.6,23.7,1010.1,299.8,299.9,22.3,0,0
03/04/2016,28.5,75.5,23.6,1011.5,254.6,271.9,20.5,0,0
04/04/2016,29.1,73.7,23.8,1009.5,242.2,261.9,18.4,0,0
05/04/2016,28.6,75.7,23.9,1009.3,253.2,269.4,20.5,100,1
06/04/2016,28.8,67.9,22.2,1010.7,211.5,309.3,24.1,0,0
07/04/2016,29.8,60.9,20.7,1010,242.5,306.2,24.1,100,1
08/04/2016,30.6,48.9,17.4,1009.3,240.6,307.3,20.5,0,0
09/04/2016,30.5,56.3,20.2,1009.4,271.8,283.3,17.6,0,0
10/04/2016,30.3,62.1,21.9,1010.8,261.5,302.1,25.9,0,0
11/04/2016,31,59.3,21.5,1010.4,272,301.5,22.3,0,0
12/04/2016,30.7,61,21.8,1008.8,269.8,307.7,24.1,0,0
13/04/2016,29.3,71.7,23.6,1007.8,271.8,321.6,20.5,0,0
14/04/2016,29.2,69.8,22.9,1007.7,206,325.2,20.5,0,0
15/04/2016,29.4,69.2,22.9,1008.5,236.9,326.8,22.3,0,0
16/04/2016,29.2,71.2,23.3,1008.8,225.7,316.5,27.7,0,0
17/04/2016,28.8,71.4,22.9,1008.6,223.5,322.1,22.3,0,0
18/04/2016,30,71,23.9,1008,206.8,312.5,24.1,0,0
19/04/2016,30.5,67,23.5,1008.1,285.8,288.9,22.3,0,0
20/04/2016,30,71.2,24.1,1010,249.5,286,22.3,100,1
21/04/2016,29.1,75,24.2,1009.7,271.3,292.7,22.3,0,0
22/04/2016,28.6,69.5,22.3,1009.8,268.5,320.5,22.3,0,0
23/04/2016,29.1,69.6,22.9,1008.3,251.5,321.6,20,0,0
24/04/2016,29.1,69.1,22.8,1007.3,234.7,277.5,20.5,0,0
25/04/2016,28.9,68.6,22.4,1007.8,228.7,327.3,18.4,0,0
26/04/2016,29.5,69.8,23.1,1009,243.9,323.1,17.2,0,0
27/04/2016,32.2,56.1,21,1007.5,259.6,296,24.1,100,1
28/04/2016,31.7,58.3,22.1,1008.2,235.4,275.2,24.1,100,1
29/04/2016,30.3,72.6,24.7,1008.4,232.8,263.3,22.3,0,0
30/04/2016,29.9,71.4,24,1009,218.1,315.9,22.3,0,0
01/05/2016,29.9,73.5,24.5,1008.5,254.7,313.9,22.3,100,1
02/05/2016,30,74,24.7,1008.6,242.3,293.4,22.3,0,0
03/05/2016,30.1,72.6,24.4,1008,225.7,310.8,24.1,0,0
04/05/2016,29.9,73.5,24.6,1007.8,190.8,270,22.3,0,0
05/05/2016,30.1,72,24.4,1008.6,252.6,293.2,22.3,0,0
06/05/2016,29.9,69.8,23.7,1008.5,273.5,306.3,22.3,100,1
07/05/2016,29.9,71.5,24.1,1008.4,244.3,299.3,24.1,0,0
08/05/2016,30.3,72.4,24.7,1009.5,225.7,307.1,22.3,0,0
09/05/2016,30,73.1,24.6,1009,241.7,287.2,22.7,100,1
10/05/2016,30.1,75,25.1,1008.7,253.4,285.1,18.4,100,1
11/05/2016,30.5,75.1,25.5,1008.5,255.2,298.1,20.5,100,1
12/05/2016,30.2,76.7,25.6,1006.8,258.1,304.1,25.9,100,1
13/05/2016,30.7,75.4,25.7,1006.8,243.8,278.9,20.5,100,1
14/05/2016,31.1,74.3,25.9,1007.7,252.1,156.7,24.1,100,1
15/05/2016,30.7,75.9,26,1007.5,230.5,219,24.1,100,1
16/05/2016,30.8,76.5,26.1,1005.4,245.6,221,24.1,0,0
17/05/2016,30.9,76.2,26.1,1003.5,270.5,230.2,20.5,0,0
18/05/2016,31,76.9,26.4,1002.3,261.3,184.7,24.1,0,0
19/05/2016,31.3,73.7,26,1002.5,246.5,237.5,22.3,0,0
20/05/2016,31.3,73.1,25.9,1004.1,249,170.2,22.3,0,0
21/05/2016,31.5,72.7,25.9,1006.5,251.4,226.9,27.4,0,0
22/05/2016,31.5,71.7,25.7,1007.7,238,293.3,22.3,0,0
23/05/2016,31.5,72.4,25.9,1008.5,240.7,240.3,22.3,0,0
24/05/2016,31.6,71.7,25.8,1007.7,237.7,254.5,25.9,0,0
25/05/2016,31.7,72.1,26,1007,228.1,237.9,24.1,0,0
26/05/2016,31.7,70.6,25.6,1007.4,239.3,235.5,22.3,0,0
27/05/2016,31.6,70.3,25.5,1008.5,256.1,250.7,22.3,0,0
28/05/2016,31.5,70.8,25.5,1008.1,252,291.2,22.3,0,0
29/05/2016,31.6,70.8,25.7,1007.4,244.7,290.3,24.1,0,0
30/05/2016,31.8,69.2,25.4,1006.7,250,323.5,20.5,0,0
31/05/2016,31.8,69.4,25.4,1007.4,256.9,323.6,22.3,100,1
01/06/2016,31.8,69.1,25.4,1008,278.3,298.4,22.3,100,1
02/06/2016,31.8,69.3,25.3,1007.2,292.4,251.1,24.1,100,1
03/06/2016,31.8,68.1,25.1,1006.6,289.3,298.2,24.1,0,0
04/06/2016,31.7,71.3,25.8,1006.6,274.9,220.1,22.3,100,1
05/06/2016,30.9,73.4,25.5,1006.9,251.5,137.9,25.9,100,1
06/06/2016,31.3,73.2,25.9,1006,260.3,136.4,18.4,100,1
07/06/2016,31.8,73.9,26.5,1006.1,240.2,165.6,20.5,100,1
08/06/2016,31.9,69.8,25.6,1005.4,276.2,148.3,24.1,100,1
09/06/2016,32,69.9,25.8,1005.2,264.9,139.5,20.5,100,1
10/06/2016,31.8,71.3,26,1005.9,262.3,147.3,24.1,100,1
11/06/2016,29.8,81,26.2,1006.8,221.3,102.3,22.3,100,1
12/06/2016,31.3,76.1,26.5,1006.6,245.3,118.9,24.1,100,1
13/06/2016,31.9,71.2,26,1007.1,256.2,200.7,24.1,100,1
14/06/2016,31.3,73,25.8,1006.5,251.4,265,29.5,100,1
15/06/2016,31.4,73.4,26,1005,239.8,297.3,25.9,100,1
16/06/2016,31.4,72.2,25.8,1004.9,250.4,282.3,25.6,100,1
17/06/2016,31.3,71.6,25.6,1004.9,259.1,276.7,24.1,100,1
18/06/2016,31.3,70.5,25.2,1005.5,282.7,217.4,24.1,100,1
19/06/2016,29.6,77.9,25.2,1004.1,263.1,171.1,22.3,100,1
20/06/2016,27.3,86,24.7,1002.7,206.8,143.3,16.6,100,1
21/06/2016,28.1,86.8,25.6,1002.7,199.7,140,22.3,100,1
22/06/2016,28.4,82.8,25.1,1004.8,199.6,231.9,18.4,100,1
23/06/2016,28,85.3,25.2,1004.7,172.6,165.9,22.3,100,1
24/06/2016,27.2,90.7,25.5,1004,170.5,204.5,27.4,100,1
25/06/2016,26.6,91.7,25.1,1005.1,206.9,123.5,22.3,100,1
26/06/2016,26.5,91.4,24.9,1004.7,176.3,132.7,22.3,100,1
27/06/2016,27,91.7,25.5,1003.1,190.1,201.7,29.9,100,1
28/06/2016,27.1,93.4,25.9,1002.8,201.2,128.9,24.1,100,1
29/06/2016,26.1,92.6,24.7,1004,202.8,176.7,20.8,100,1
30/06/2016,27.1,90,25.2,1003.7,192.1,189.9,24.1,100,1
01/07/2016,27.1,94.2,26.1,1002.3,197.4,176.4,20.5,100,1
02/07/2016,27.3,92.8,26,1001.9,240,133.7,27.7,100,1
03/07/2016,27.8,90.8,26.1,1002.4,244,132.6,27.7,100,1
04/07/2016,27.7,90.7,26,1003.9,233.5,187.4,34.2,100,1
05/07/2016,27.5,89.2,25.5,1004,221.1,161.8,33.5,100,1
06/07/2016,28.1,86.7,25.6,1004.4,219.8,159.2,25.9,100,1
07/07/2016,28.6,83.7,25.6,1005,251.8,254,20.5,100,1
08/07/2016,28.5,85.1,25.7,1004.4,254,213,24.1,100,1
09/07/2016,28.6,84.5,25.7,1003,251,131.8,26.6,100,1
10/07/2016,28.4,84.7,25.5,1002.4,251.2,132,37.1,100,1
11/07/2016,28.3,86.7,25.9,1002.6,256.8,119.6,35.3,100,1
12/07/2016,28.4,86.1,25.9,1003.1,249.1,179.8,31,100,1
13/07/2016,28.1,86.1,25.5,1003.7,240,274.6,27.7,100,1
14/07/2016,27.2,90,25.4,1004.1,211.7,263.5,25.9,100,1
15/07/2016,27.9,86.8,25.4,1005,212.6,268,24.1,100,1
16/07/2016,28.3,83.6,25.2,1005.5,222.1,267.6,24.1,100,1
17/07/2016,27.5,87.6,25.2,1007.4,196.5,231.3,20.5,100,1
18/07/2016,27.3,87.6,25,1008.4,232.4,204.1,24.1,100,1
19/07/2016,26.2,92.9,25,1008.2,230.8,179.2,25.9,100,1
20/07/2016,27.6,85.5,24.9,1007.2,268.5,148.6,22.3,100,1
21/07/2016,25.8,91.6,24.4,1006.2,179.7,158.3,14.8,100,1
22/07/2016,27.3,88.2,25.1,1004.8,235.6,177.2,24.1,100,1
23/07/2016,27.7,86.5,25.2,1004.1,199.1,135.7,27.7,100,1
24/07/2016,27.6,85.9,25,1004.5,169.4,198.7,18.4,100,1
25/07/2016,27.9,86.8,25.4,1004.9,213.2,195,16.6,100,1
26/07/2016,26.6,90.3,24.8,1005.6,181.5,221.5,16.6,100,1
27/07/2016,26.1,90.4,24.3,1006.5,204.6,144.5,14.8,100,1
28/07/2016,26.1,90.2,24.3,1006.9,193.5,146.6,16.6,100,1
29/07/2016,25.7,94.8,24.7,1006.3,161.6,216,14.8,100,1
30/07/2016,26.7,89.7,24.8,1005.5,245,188.8,22.3,100,1
31/07/2016,26.7,91.9,25.2,1006.4,251.1,139,27,100,1
01/08/2016,26.8,90.5,25,1005.1,255.3,112.2,33.5,100,1
02/08/2016,27.5,86.5,25.1,1002.3,245.1,154.9,33.5,100,1
03/08/2016,27.7,87,25.3,1002.1,251.1,135.4,33.5,100,1
04/08/2016,28.3,85,25.5,1002.9,254,207.9,29.5,100,1
05/08/2016,27,92.1,25.6,1002.8,257.7,121.7,27.7,100,1
06/08/2016,27.5,88,25.3,1003.8,246.5,246.8,37.1,100,1
07/08/2016,28.3,82.6,25,1005,243,182.6,24.1,100,1
08/08/2016,28.5,82.9,25.3,1005.9,239.5,277,27.7,100,1
09/08/2016,28.3,82.9,25.1,1005.9,239.1,276.4,25.9,100,1
10/08/2016,28.2,83,25,1006.4,242.3,257.3,34.2,100,1
11/08/2016,27.9,84.8,25.1,1007.7,237,183,25.9,100,1
12/08/2016,28.2,84.4,25.3,1008.1,249.5,272,27.7,100,1
13/08/2016,28.5,82.3,25.1,1007.2,257.8,279,25.9,100,1
14/08/2016,28.2,82,24.9,1007,247.9,280.5,31.7,100,1
15/08/2016,28.4,82.1,25,1006.8,250.8,271.3,29.2,100,1
16/08/2016,28.6,79.3,24.7,1006.2,247,292.4,25.9,100,1
17/08/2016,28.5,80.2,24.7,1005,243.9,291.2,25.9,100,1
18/08/2016,28.3,81.9,24.8,1004.9,250.6,266.5,24.1,100,1
19/08/2016,28.5,80.5,24.8,1005.7,253.5,219.7,22.3,100,1
20/08/2016,28.4,81,24.8,1005.2,240.9,170.4,24.1,100,1
21/08/2016,28.6,81,25,1005.5,246.9,278.3,22.3,100,1
22/08/2016,28.2,83.8,25.2,1006.2,260.5,268.1,20.5,100,1
23/08/2016,27.2,86.7,24.8,1006,251.3,169,22.3,100,1
24/08/2016,28,84.5,25.1,1005.5,264.7,265.3,25.9,100,1
25/08/2016,28.4,79.6,24.5,1006.9,255,279.8,24.1,100,1
26/08/2016,26.5,90.2,24.8,1006.7,223,244.6,16.6,100,1
27/08/2016,25.4,95.8,24.7,1006.6,163,202.4,14.8,100,1
28/08/2016,26.5,92.4,25.2,1006.6,200.9,218.8,18.4,100,1
29/08/2016,27.9,85.4,25.2,1006.4,246,189.9,25.9,100,1
30/08/2016,27.9,85.5,25.2,1005.4,247.3,180,20.5,100,1
31/08/2016,28.1,81.6,24.6,1006,236.2,245,24.1,100,1
01/09/2016,28,82.6,24.7,1006.8,236.7,239.6,22.3,100,1
02/09/2016,27.1,85.5,24.4,1007.2,228.1,281.2,25.9,100,1
03/09/2016,27.2,84,24.2,1007.6,216.5,261.3,20.5,100,1
04/09/2016,28.3,76.7,23.8,1009.7,238.5,272.3,22.3,100,1
05/09/2016,28.3,74,23.2,1010.6,245.8,219.1,22.3,100,1
06/09/2016,28.5,73.4,23.2,1010.6,247.7,282.3,22.3,100,1
07/09/2016,27.8,76.9,23.3,1009.7,215.2,290.5,24.1,100,1
08/09/2016,27.8,77.9,23.5,1010,218.8,282.8,18.4,100,1
09/09/2016,27.4,81.4,23.8,1010.9,163.4,239,22.3,100,1
10/09/2016,27.1,82.6,23.9,1010.1,196.3,220.9,24.1,100,1
11/09/2016,27.9,80.5,24.1,1008.7,222.7,234.9,18.4,100,1
12/09/2016,28.2,78.7,24.1,1008,179.5,236.7,18.4,100,1
13/09/2016,28.1,80.4,24.3,1008.4,206.3,230.6,18.4,100,1
14/09/2016,28.7,78.8,24.5,1008.1,202.2,226.6,18.4,100,1
15/09/2016,26.7,90.6,24.9,1007,242.7,192.6,20.5,100,1
16/09/2016,26.9,89.5,25,1005.1,236.9,104.5,13,100,1
17/09/2016,26.4,92.5,25,1004.1,215.6,53.8,18.4,100,1
18/09/2016,26,94.4,25.1,1005.4,237.8,82.8,25.9,100,1
19/09/2016,26.8,88.4,24.7,1008.2,269.9,258.7,22.3,100,1
20/09/2016,25.4,93.8,24.3,1008.3,236.7,261.3,22.3,100,1
21/09/2016,25.6,94.6,24.7,1008.1,292.7,156.4,20.5,100,1
22/09/2016,26.8,90.1,25,1007.8,301.2,145.9,26.6,100,1
23/09/2016,27.2,92.5,25.8,1005.9,284.3,89.7,31.3,100,1
24/09/2016,26.9,88.8,24.9,1005.1,275.1,145.6,24.8,100,1
25/09/2016,27.3,84.7,24.5,1006.3,269.3,144.3,20.5,100,1
26/09/2016,28.5,80.4,24.7,1008.2,306.8,141.7,23,100,1
27/09/2016,28.2,83.6,25.1,1009.3,305.8,268.2,20.5,100,1
28/09/2016,28.1,82.7,24.8,1008.7,297.8,244.5,24.1,0,0
29/09/2016,28.2,78.3,23.9,1008.1,291,208.4,18.4,0,0
30/09/2016,27.9,77.8,23.5,1007.6,225.8,237.9,22.3,0,0
01/10/2016,26.7,85.9,24.1,1007.4,287.1,194,18.4,100,1
02/10/2016,25.1,94.8,24.2,1008.4,164.3,134,18.4,100,1
03/10/2016,25.9,91.1,24.3,1007.5,165.6,170.4,23.4,100,1
04/10/2016,25.4,93.3,24.3,1007.7,174.6,143.8,18.4,100,1
05/10/2016,26.1,89.2,24.2,1008.6,202.5,263.3,22.3,100,1
06/10/2016,27,87.1,24.6,1008.9,188,253.4,22.3,100,1
07/10/2016,27.6,85,24.7,1008.8,188.3,187.5,22.3,100,1
08/10/2016,28,81.2,24.4,1008.9,174.2,248.4,18.4,100,1
09/10/2016,28,83.2,24.8,1008.8,182.2,238,20.5,100,1
10/10/2016,28.7,82.5,25.4,1008.7,216.1,235.6,18.4,100,1
11/10/2016,28.6,80,24.7,1009.5,213.5,191.8,22.3,0,0
12/10/2016,28.3,77,23.7,1009.1,226,211.4,18.4,100,1
13/10/2016,28.3,71.8,22.4,1009.7,221.8,263,20.5,0,0
14/10/2016,28.7,72,22.9,1009.8,251.9,254.4,16.6,0,0
15/10/2016,29,71.2,23.1,1009.9,179.9,253.7,16.6,0,0
16/10/2016,29.4,75.2,24.5,1011,264,251.5,20.5,0,0
17/10/2016,30,68.3,23.3,1010.4,194.6,247.8,16.6,0,0
18/10/2016,31,58.2,20.9,1009.5,174.7,249.2,18.4,0,0
19/10/2016,30.4,52.9,19.3,1008.7,118.5,244.3,20.5,0,0
20/10/2016,29.5,56.4,19.3,1008,184.2,252.2,18.4,0,0
21/10/2016,28.9,60.3,20.2,1008.9,187.3,250.6,18.4,0,0
22/10/2016,28.9,71,22.8,1010.5,230.4,245.7,16.6,0,0
23/10/2016,28.4,74.5,23.3,1010.8,242.2,244.6,20.9,0,0
24/10/2016,28.5,72,22.6,1010.8,268.5,229.6,20.5,0,0
25/10/2016,28,67,21,1011.8,235.4,251.2,20.5,0,0
26/10/2016,27.6,61.2,19.3,1010.6,125.9,243.4,18.4,0,0
27/10/2016,29.3,55.7,18.8,1011.4,154.6,243.1,20.5,0,0
28/10/2016,29.4,49.6,16.9,1011.1,157.7,250.1,22.3,0,0
29/10/2016,28.5,55.4,18.1,1010.5,150.1,238.9,14.8,0,0
30/10/2016,28.4,52.4,16.9,1011,118.3,243.5,18.4,0,0
31/10/2016,30,52.4,18.9,1012.5,105.7,226.2,20.5,0,0
01/11/2016,30.2,47.5,17.2,1012.4,111.6,239.6,18.4,0,0
02/11/2016,29.5,38.3,13.1,1011.8,122.3,232.8,18.4,0,0
03/11/2016,28.7,44,14.4,1011.8,117.1,242.7,18.4,0,0
04/11/2016,27.9,49.6,15.9,1010.6,207.4,238.8,18.4,0,0
05/11/2016,27.8,55.5,17.5,1009.4,151,226.4,16.6,0,0
06/11/2016,28.2,47.5,15,1011,152.7,231.3,14.8,0,0
07/11/2016,27.5,55.7,16.9,1012.8,137.3,223.1,16.6,0,0
08/11/2016,28.3,42.5,13.4,1013.2,118.3,233.4,18.4,0,0
09/11/2016,28,42.5,13.1,1013.8,137.3,232,14.8,0,0
10/11/2016,26.9,45.5,13.5,1012.9,148.3,242.1,16.6,0,0
11/11/2016,27.2,44.5,12.6,1012,135.5,228.8,16.6,0,0
12/11/2016,27.6,47.8,14.5,1012.4,116,222,14.8,0,0
13/11/2016,27.9,48.1,15.2,1013.1,119.3,208.3,18.4,0,0
14/11/2016,27.8,50,15.8,1012.6,145.3,194.2,14.8,0,0
15/11/2016,28.2,61.6,19.7,1011.6,153.5,190.6,13,0,0
16/11/2016,29.4,62,21.1,1011.8,146.7,176.8,16.6,0,0
17/11/2016,29.8,53.2,18.4,1012.6,107.3,209.2,18.4,0,0
18/11/2016,28.6,43,14.2,1011.9,113.8,169.8,18.4,0,0
19/11/2016,28,46.3,14.8,1010.4,144.5,203.8,14.8,0,0
20/11/2016,26.9,50.1,14.8,1011,179.3,222.9,16.6,0,0
21/11/2016,27.3,49.3,14.5,1011.1,122.4,229.2,14.8,0,0
22/11/2016,27.5,46.4,14,1011,144.3,226.7,16.6,0,0
23/11/2016,28.1,46.1,14.6,1010.6,136.2,222.4,13,0,0
24/11/2016,28.3,45.7,14.6,1011,125.1,220.3,16.6,0,0
25/11/2016,28.2,43.6,13.7,1011,118,224.7,14.8,0,0
26/11/2016,27.5,45.6,13.6,1011.9,177.3,230.8,15.1,0,0
27/11/2016,27.7,48.7,15,1012,159,229.2,16.6,0,0
28/11/2016,28.1,52.6,16.7,1011.6,151.4,229.3,18.4,0,0
29/11/2016,27.1,64.5,19.3,1012.4,148.9,215.6,14.8,0,0
30/11/2016,27.2,61.1,18.7,1012.8,146.4,213.1,14.8,0,0
01/12/2016,27.4,56.7,17.5,1012.2,167,148.1,14.8,0,0
02/12/2016,27.9,51.7,16.1,1012,150.5,163.5,18.4,0,0
03/12/2016,28.2,49.6,16.1,1012.8,139.5,211.6,14.8,0,0
04/12/2016,29.7,53.7,19,1013.8,145.3,204,18.4,0,0
05/12/2016,29.4,57.1,19.7,1013.3,157.3,163.5,16.6,0,0
06/12/2016,28.6,51.7,17.1,1012.8,106.5,205,14.8,0,0
07/12/2016,26.8,48.6,14.2,1013,159.4,216.6,18.4,0,0
08/12/2016,27.1,46.2,13.7,1012.9,185.3,215.8,16.6,0,0
09/12/2016,26.3,55.1,16,1012,142.3,214.7,16.6,0,0
10/12/2016,25.9,55,15.5,1011.5,119.6,218.7,16.6,0,0
11/12/2016,25.2,53.9,14.4,1010.7,179.4,219.4,16.6,0,0
12/12/2016,26.5,52.5,15,1010.5,145.2,218.8,19.1,0,0
13/12/2016,27.3,46,13.8,1009.8,111.3,219.5,20.5,0,0
14/12/2016,28.3,46.9,15.3,1010.7,136.1,197.2,18.4,0,0
15/12/2016,29,58.3,19.8,1011.8,130.8,200.2,20.5,0,0
16/12/2016,29.4,53.2,18.5,1013,124.3,196.9,18.4,0,0
17/12/2016,29,50.2,17.3,1013.6,170,192.3,23.4,0,0
18/12/2016,28.1,41.2,13.2,1014.3,145,210.7,18.4,0,0
19/12/2016,26.4,49.1,14.4,1013.9,149.7,216.3,16.6,0,0
20/12/2016,27.1,48.7,14.8,1012.9,130.9,212.5,16.6,0,0
21/12/2016,27.2,50.3,15.1,1014.1,172,217.2,18.4,0,0
22/12/2016,26.2,55.7,16.1,1014.1,150.5,201.1,23,0,0
23/12/2016,26.3,56.5,16.4,1012.2,153.2,218.2,18.4,0,0
24/12/2016,25.9,59,16.8,1010.7,137.3,215.2,14.8,0,0
25/12/2016,25.7,64.8,17.7,1011.2,156.5,212.7,16.6,0,0
26/12/2016,26.4,55.2,15.7,1012.3,127.2,211.5,16.6,0,0
